Track.Name,Artist,Streams,Track_id,Date,Region,Artist_id
Napoli,Capo,77095,7nN5Dzp2RY2OOOWlPzGfyQ,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Pirate,Kasalla,51429,7kIrhfPO46VZK8XhToPhHV,2/23/2017,de,0fN3Kd9aGNr9lTzRFqih4S
Ajajaj,Mert,77160,0hURJYjOhE6NL72qaeQ9PK,9/22/2017,de,0wwDZj4zgZORjTGhTujAKx
Luft,RAF Camora,81958,0z0islLRHRDnx4Cy7Zu3Ru,8/25/2017,de,0Dvx6p8JDyzeOPGmaCIH1L
Bros,RIN,65336,2PcREcTtGiNTUCM4g2Qg4Z,5/6/2017,de,18ISxWwWjV6rPLoVCXf1dz
Colette,RIN,87927,5mDi8FkNbOzi0oShXATOAx,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
How It Is (Wap Bap...),Bibi H.,65933,3SdZWZ653w62Ah37iDo831,5/5/2017,de,5DRdnyaEaD47Pfs7GWSy81
Keine Angst,Casper,82521,3cIcZ9nBKNdDjyWVDoU1I6,7/14/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Wo die wilden Maden graben,Casper,87895,0iLepQZplKG7yHcftpPNo1,9/1/2017,de,6UDhlW8uEVBBrqHS3RrKuv
38,KALIM,76835,1tpOGO1kyzH5Zhj045IAN7,9/22/2017,de,2NJWI8byqTSqDaJRnqJY2z
Action,Maxwell,74561,6nBcD1J3L7qrgaEknTKNhv,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Meine Kündigung,Casper,87568,4CmgZ1nRyMD9in8URnPycY,9/1/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Unter den Wolken,Die Toten Hosen,64487,0QjDsAtLPHcD391U6VtxdH,4/7/2017,de,2F8GvYuY0lfZNYu45dY6gJ
Gillette,Luciano,84986,5ESsblWoh8mBsYtvklWa3N,11/17/2017,de,3CJKkU0XuElRT1z8rEtIYg
Kokaina,Miami Yacine,78864,41uZebi6bpGKdBdemB4ryN,10/13/2017,de,1XKjtpH5P81gpOXDB91IEB
Poo Fighters,Trailerpark,79097,6GCSz2omLcuftLMmvcwrOr,10/20/2017,de,1eeWVOCazGzGQXOGhnDHTB
1ne Million,Maxwell,74456,4M3xIXqnGGmiXkcNTi3HGw,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Gin des Lebens,Ufo361,71550,0q4W0w4YtKeEBttnpbqjpN,4/28/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
fkngrt,Cro,81204,6dYidXIBbgJ66Ildu9Ime0,9/8/2017,de,3utZ2yeQk0Z3BCOBWP7Vlu
Legacy,Kollegah,69803,3rJiFJImuDB1FvC1RXdth6,3/10/2017,de,6gto7HVNhu4ARE3P3g8Y5Y
Diese Beiden,Maxwell,69255,70NqBF3w8WSv05KAD2Vz0F,3/3/2017,de,0b62itBWBdLgiecXjXCqKC
Daytona,Miami Yacine,74746,2F8FwWixFwZhdfMOh3ZYLt,10/2/2017,de,1XKjtpH5P81gpOXDB91IEB
Sag mir wenn du high bist,RIN,86037,5c96y4JoyxOFlmLdEqQzGI,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
Freund/Feind,Savas,91064,18BLXBMkoDHVxJaSXDt9v3,9/29/2017,de,5C5hEZzr3BmvYcIPfWMnnC
Gott sei dank,Ufo361,71328,4UAq2nfDd4RIn7KEypPV8o,4/28/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
Volles Magazin,Zuna,68068,2GIK8DmzMAPdZTNXLGW7v3,4/14/2017,de,2otUckChxWf2cp6UP2cD6e
Hulapalu,Andreas Gabalier,48842,7zja6rwquGA6vzLolzKrda,1/1/2017,de,4rp8rIXbwp93MnStnqDGQD
Pagare Para Money (feat. Haftbefehl),Capo,69190,6xLba3W4mpyzI2TaI9UkTi,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Lang lebe der Tod,Casper,85996,0A8IMotj3TpnWDlaUxlmq5,9/1/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Standing,Fler,68558,4bCoM0XTnht30tIkdUHotS,6/30/2017,de,75ctWsRuGXmxMxnFPkuEwA
Let's Go Amina,Nimo,85182,3k2CdmzY58wamdEdIxWPTz,6/16/2017,de,3ZuBEj9ppJe8GSdKaMTfMN
Bargeld,Veysel,75054,3z7kfFpCcmYYdyi4qGdW82,11/3/2017,de,4VuARVJiWGsH2msKTdsKdQ
Mademoiselle,Capital Bra,90023,0vQvHqqROk1GNV94iz1Bx6,9/29/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Love On Me,Galantis,118342,3bvjsHQd792zIO4SKFxXKs,12/31/2017,de,4sTQVOfp9vEMCemLw50sbu
Ratten,Kontra K,68356,5afFUK7AbTSbMS3RFfMD0c,4/28/2017,de,4lDiJcOJ2GLCK6p9q5BgfK
Stadion Voll,Maxwell,73025,7yLypiPQQt7SPG7I26mq2l,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Weil ich muss,Miami Yacine,63719,61SVUyEV6XuLqTLglmS2AA,10/16/2017,de,1XKjtpH5P81gpOXDB91IEB
Hoodi,Nimo,84785,45wMiGOfoVf8V3USDtqwMn,6/16/2017,de,3ZuBEj9ppJe8GSdKaMTfMN
Arrêté - Skit,RIN,84775,7ByFwzXO3G2CgLejzv3d1q,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
Alle meine Jungs,Capital Bra,60558,2FV6EzOFuyjuXv9PtsRpb5,2/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Lange Nächte in FFM,Capo,66991,58Zi0DQnmSWRHRNLyupnmU,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Gangzeichen,Maxwell,72347,6zd31HpApjec1ldpS1E4Xu,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Nie mehr Fastelovend,Querbeat,47975,7AAcQMV6Uw3YXt9TTx4b6r,2/23/2017,de,3bUA5ltyxKcuYe5G2U0GA4
Komm wir chillen (feat. Yonii & Bausa) - Bonustrack,Capo,66464,4BtGQ89Xgmf9NmnFD9RBRc,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Ist es das was Ihr wollt (Intro),KC Rebell,83638,7itaMzdYaSVjrXNOaLaIUh,6/16/2017,de,5p7mWeX4RlvqBCxylfiXdE
Gauner in Lacoste,Luciano,53720,7nRcltSQrEnBmVPJQCrzmV,3/9/2017,de,3CJKkU0XuElRT1z8rEtIYg
Mehr als du,Luciano,75905,2osqgXfcatWZ4OPd4x6jGX,11/17/2017,de,3CJKkU0XuElRT1z8rEtIYg
Skyline mit zwei Türmen,Marteria,77209,1j0WhqRdlsxnHzzvZkuw8b,5/26/2017,de,3nDNDLcZuSto4k9u4AbcLB
Your Soul (Holding On),RHODES,46070,4nxvRweTK5ZZhbH3G7PuEn,1/1/2017,de,07FfkbljNIdl45Ijlh1aXS
Millionär,187 Strassenbande,57287,6mw02h3qbWmuq2bJCRjRAe,7/17/2017,de,2j2rh3oQh4QEUnNTDKYSJD
"Polka, Polka, Polka - Single Version",Brings,47632,6O0OwJjXAnmrevV7Sadhvx,2/23/2017,de,5uRfU4LuGDkxzZ86uCXQY8
Die Echten,Capital Bra,58627,3A2a0y5rcJWhm1GJq04tuV,2/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Doverstreet,RIN,82733,7xSv8lIdJtGMMgsMm2qk94,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
I Was Wrong - Robin Schulz Remix,A R I Z O N A,45811,3TZ3MiMILR5wrQbbWiFUwI,1/1/2017,de,7hOGhpa8RMSuDOWntGIAJt
Sirenen - Full Version,Casper,60877,7FrKF5zbULxmsWD0eSoSbX,6/21/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Narben (feat. MoTrip),Majoe,52531,0Mr3MYHrxsKjtq11pemBpu,2/10/2017,de,1a71mkqZC54WhePSbnq7RK
Elfenbein,Marteria,76455,5JSp2VRn86bVldslj2iAxC,5/26/2017,de,3nDNDLcZuSto4k9u4AbcLB
Intro / Liebe,RIN,82443,14n1MtBK2qgyvijlcnO8ER,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
Olay Molay,Sa4,71695,3NamO4yBkHrQrZ1Ks4Ivkf,11/10/2017,de,5qZLYtTL3ldN6Uw7OXHESR
Von Party zu Party,SXTN,63534,4h6UIDvGWTYZvu4BLf2GpO,6/3/2017,de,0tMFcqLXhtm1Gep20iuIR3
Predigt,Fler,52438,0Sg4VL2zkgb3EzJWbZJoXx,2/10/2017,de,75ctWsRuGXmxMxnFPkuEwA
2 Seelen,Kontra K,66312,6hvtmAy3BrCyknp6hl8Eh9,4/28/2017,de,4lDiJcOJ2GLCK6p9q5BgfK
Heute mit mir,Nimo,57586,7fUWZUNj5qbEuoL6K9947g,6/6/2017,de,3ZuBEj9ppJe8GSdKaMTfMN
Realität,RAF Camora,91724,0oDrO1NTbP6uYNzSnjcqQG,12/15/2017,de,0Dvx6p8JDyzeOPGmaCIH1L
Aretha Franklin Freestyle,RIN,82115,2hUdqoyo3V6rx41kZ8LzOY,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
Es geht ums Geschäft,Capital Bra,41506,67Igkn3LegGXD5Xe0yjJVM,1/16/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Kogong,Mark Forster,69898,0eBEo8ckRAmUEdrbmgpevQ,9/22/2017,de,7qXzy6c5RWT0XlVQcOBIDG
Große Brüder,Marteria,75470,7tmIQWlTP3lqZbJkOJ1T0f,5/26/2017,de,3nDNDLcZuSto4k9u4AbcLB
Casia,Miami Yacine,75808,4YtVn3JzsJcaEy198ed5YA,10/13/2017,de,1XKjtpH5P81gpOXDB91IEB
Rhythm Is a Gangster,SpongeBOZZ,75944,63CPMdu83Du2Y4x0AMxjg1,6/9/2017,de,4lAjitjrUJgjJgEVj2CwFc
James Dean,Ufo361,62318,0fIHZ5zjqKVdjzfGayHAHg,3/10/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
Deborah,Casper,81942,3JGE1pWIf4Z6JqjIz6f1F4,9/1/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Stadt met K,Kasalla,46922,4DnHJ6gI0ohwa4hJ5F63dK,2/23/2017,de,0fN3Kd9aGNr9lTzRFqih4S
Outta Control (feat. Hamza),KC Rebell,60720,6Z0XvbeGzalpzS7qcAK5mX,6/3/2017,de,5p7mWeX4RlvqBCxylfiXdE
Kokaina,Miami Yacine,58493,6bN6XXylz4unPfOCBIg0z5,10/16/2017,de,1XKjtpH5P81gpOXDB91IEB
Keene Probleme,Savas,84624,1qzLOrkZDPDvH8WlDnJrVr,9/29/2017,de,5C5hEZzr3BmvYcIPfWMnnC
Hab dich mal nicht so,Trailerpark,73704,3BO2cW5LIcTAbsmkVnbeRR,10/20/2017,de,1eeWVOCazGzGQXOGhnDHTB
Migos,Ufo361,65644,0WcpJc0w9ENQh4LULJPGIX,4/28/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
Intro,Capital Bra,83573,5XL8t0sfvBdwdH7RrHQMtv,9/29/2017,de,4WZGDpNwrC0vNQyl9QzF7d
hi,Cro,73613,5ZHii46hUSor1kacWUhHQT,9/8/2017,de,3utZ2yeQk0Z3BCOBWP7Vlu
Tabasco,KC Rebell,51100,6u17eFFrfGHH4f7AfwKy7J,6/5/2017,de,5p7mWeX4RlvqBCxylfiXdE
Gute Nacht,Kontra K,65173,7HeXXrqr5WMYK6VaMNmvk7,4/28/2017,de,4lDiJcOJ2GLCK6p9q5BgfK
Neben der Spur,Maxwell,68263,4WkcGT6VQndAd1rtRa8f8t,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Was jetzt,RAF Camora,70529,17Fol0EIxmCYz3Q1uax4DV,8/25/2017,de,0Dvx6p8JDyzeOPGmaCIH1L
Dizzee Rascal Type Beat,RIN,80698,5iwJ9wwJES8PUVblgaf1Pb,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
Mister T,Ufo361,52530,3EUJk6XeNpTgXwGQgYqwm9,2/17/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
Intro,Capital Bra,53187,3nkAsKaILW1fTG200Kfyth,2/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Zenit,Fler,60712,5uBQSjUAcLv330154CZxoZ,6/30/2017,de,75ctWsRuGXmxMxnFPkuEwA
Christmas Through Your Eyes,Gloria Estefan,184233,6YH4GanBHEi4oRsqvKFMwv,12/24/2017,de,5IFCkqu9J6xdWeYMk5I889
Nix war Geplant,Maxwell,67687,1PUAtAZlCOZAlCMxsW5EDk,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Zigarrendunst,Miami Yacine,73855,2R4SVKFEle52QAek3nRRgf,10/13/2017,de,1XKjtpH5P81gpOXDB91IEB
Arbeitskollegen,Trailerpark,72730,6ECPtu3xiYVDWOsjsfnGL6,10/20/2017,de,1eeWVOCazGzGQXOGhnDHTB
Nix zu reden,Capital Bra,52138,2JU8tyAK0FO17PoJyxMzsq,2/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Matador (feat. Tommy),Capo,61918,1jIYa5TXpdoIrRTygK8w56,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Sirenen - Full Version,Casper,79314,2ugvCLxbsJdwWWNPc9Js8V,9/1/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Lass uns gehen (feat. KC Rebell),Majoe,49998,1auiCkMdXKfIin0EsWFGYJ,2/10/2017,de,1a71mkqZC54WhePSbnq7RK
Schall und Rauch,Sa4,69574,5MGscVQk1GOLb7AFOnwR7f,11/10/2017,de,5qZLYtTL3ldN6Uw7OXHESR
Universal Child,Annie Lennox,181587,6BWovmPraUw2bnMllCiiML,12/24/2017,de,5MspMQqdVbdwP6ax3GXqum
Paradies,Fler,55896,5ptlsLqs0JNZw6Q1jhIsn1,5/5/2017,de,75ctWsRuGXmxMxnFPkuEwA
Normale Leute,Savas,69876,7dLyQvIUXCAIdk0ZiatE3y,8/25/2017,de,5C5hEZzr3BmvYcIPfWMnnC
Kein Anlass,Ufo361,63980,14h9CWRQnN56sU090MnyNs,4/28/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
Mond,Capo,61234,7nLE6jvwDdBlalOJRq6PBd,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
So vieles noch vor - Bonustrack,KC Rebell,75154,7cfslWRjkI0WLbvkWmJdxb,6/16/2017,de,5p7mWeX4RlvqBCxylfiXdE
Gift (feat. BTNG & AK Ausser Kontrolle),Kontra K,49609,3nbtUeypf5UJvxBNA9KCJD,4/20/2017,de,4lDiJcOJ2GLCK6p9q5BgfK
Desert Eagle,Kurdo,77364,29CoYNq5Jn9v0xkmOGGT0s,9/1/2017,de,1yIifIA91WgmfzBcjbQB8i
Intro,Maxwell,65400,6vfP0J7WLSSEFJl8551gID,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Echte Freunde,SDP,58738,0dOCEL0ljhxMEfXR8g7cRG,3/10/2017,de,1EfwyuCzDQpCslZc8C9gkG
KMN,Zuna,60120,5IGMvoiWGZISxUMF7Dk3jC,4/14/2017,de,2otUckChxWf2cp6UP2cD6e
Zieh zieh zieh,Capital Bra,50460,3vk4LWzeNjKD3HIha7yxs3,2/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Ghetto Massari,Capital Bra,53419,1dD3FPQw7qLdlPh1g1ZKRS,7/30/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Hey Santa!,Carnie And Wendy Wilson,175354,2ocrEAYiUJAQozXzhuxejF,12/24/2017,de,3a5gYWQUgFrIEXqnE1tgD4
HSHC,PA Sports,55422,27lm3yIbCVK72Sxzg2bC2q,5/5/2017,de,2qMezKrAKRh2Z2uR3fCqHt
Yellow Bar Mitzvah,SpongeBOZZ,66983,5MuiT0D2jhWwWJyx3W9gsk,5/26/2017,de,4lAjitjrUJgjJgEVj2CwFc
Unter den Wolken,Die Toten Hosen,55092,5Z2DDkf9VxsMe44NfOf0uA,5/5/2017,de,2F8GvYuY0lfZNYu45dY6gJ
Chemie Chemie Ya,Kraftklub,55592,1kOq5WUS8KYID3pJXpnX7k,6/3/2017,de,0MZ55DwuMQ1B2TXq9lcrE4
Ich will nicht sterben,Ufo361,62687,06mDx5gBSdL4lvjBz7MQgJ,4/28/2017,de,5pVRwX5ZQR7hfJ18w8ZYkl
Do You Hear What I Hear?,Whitney Houston,174803,5umJVEAPT2SocCoB99ZoaH,12/24/2017,de,6XpaIBNiVzIetEPCWDvAFP
The Christmas Song,Aloe Blacc,173038,6bdMVKW67UGE6BwZhGhrne,12/24/2017,de,0id62QV2SZZfvBn9xpmuCl
Totentanz,Capo,59426,2rqWlD3bkh9f88VVy8KjHk,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Rhythm n' Flouz,Celo & Abdi,73761,2LAudGqtk1ci9zTJD3Sq9B,9/1/2017,de,48Fq6GV3S6on56TxSBu5NO
Grande,Nash,56365,03JMjrsnUgeZNJ5yUJgWbL,5/12/2017,de,17aoRCzkZM3IFEbFqVCuX5
Michelangelo,Nimo,58951,0CGFNKxoTUE4VIRHvqOQ11,5/19/2017,de,3ZuBEj9ppJe8GSdKaMTfMN
Haie,Savas,79038,5vsfidTTEEpYICg7ag2Nk6,9/29/2017,de,5C5hEZzr3BmvYcIPfWMnnC
Die Immer Lacht - Radio 2016 Mix,Stereoact,42138,2qOMpFfLZ0agDTouBxUDCb,1/1/2017,de,6dXL3SnQlCGX9LCUAyin6a
Ya Salam,Kurdo,48404,5fpujciVjGBhnR2XFx06E7,3/27/2017,de,1yIifIA91WgmfzBcjbQB8i
3 Jahre weg (Intro),Veysel,62198,7HE46t2LhL3bhBQ6xLFnDK,11/3/2017,de,4VuARVJiWGsH2msKTdsKdQ
Cazal - Remix,Zuna,59099,6jWw1CNK1lQ3gBbmV1slg4,4/14/2017,de,2otUckChxWf2cp6UP2cD6e
In meiner Wolke,RAF Camora,64023,7qJVGbGjDDXEgirD3JwaQP,8/25/2017,de,0Dvx6p8JDyzeOPGmaCIH1L
Forza 187,Sa4,67211,0ALW9qTKOQ3BDrHe20Zfit,11/10/2017,de,5qZLYtTL3ldN6Uw7OXHESR
KUKU SLS,Capital Bra,52776,6XFoohFV6lU0J6n0g8VfdZ,9/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Mainhattan City Gang,Capo,54179,1IcvGWkPGfNmArtSrpkSoz,5/12/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Kontrolle verloren - Bonustrack,KC Rebell,69301,6bTAKxX1oLUvKOOh85i4DW,6/16/2017,de,5p7mWeX4RlvqBCxylfiXdE
WEIHRAUCH,Metrickz,63979,3nFM3j0EqV4hSExGRJRblL,8/25/2017,de,2P7AfQW941UU324qq2ggZf
Ghetto Part 2,Miami Yacine,66022,1WO96XuK8Hs04v43KcXwcF,10/13/2017,de,1XKjtpH5P81gpOXDB91IEB
Tickerrap,Sa4,66438,0DXYEcShXX0J1QYzNqFxIU,11/10/2017,de,5qZLYtTL3ldN6Uw7OXHESR
A.C.A.B. II,SpongeBOZZ,61058,59TZtCXoVMHe9JZKfS5uY5,5/26/2017,de,4lAjitjrUJgjJgEVj2CwFc
Rolex o. Handschelle,SpongeBOZZ,62568,1K1S6LwZc4BNvyoHGV9rAX,6/9/2017,de,4lAjitjrUJgjJgEVj2CwFc
The Little Drummer Boy,Stevie Wonder,164769,3FYZZWnYbh7sCXBgJVXd6m,12/24/2017,de,7guDJrEfX3qb6FEbdPA5qi
Endlich normale Leute,Trailerpark,68148,1SEImta5RxmLOhAm7M457k,10/20/2017,de,1eeWVOCazGzGQXOGhnDHTB
Holland,257ers,40568,6SpE8A5auqnlmVcMQ4ekYK,1/1/2017,de,6ihLfpY3cmdGyWEnItn30w
Genauso wie immer,Capo,55848,0dZrSYAOc9PNkzT6uqCjb2,7/7/2017,de,5y9wg9qkGBl0n9v9RzaPKu
Et jitt kein Wood,Cat Ballou,43924,0Pam4vnrqFXQHf8Vzrz7Jz,2/23/2017,de,6d5CGj93XLaqmyt10XgL8O
Please Come Home for Christmas,Charles Brown,163742,0j55I9vHZzI6x6yqrSJQ7M,12/24/2017,de,3trsSEaKM3UM2R9RBJwdtJ
Power,Kontra K,61703,4bkmWR5DTpzTHOL5OF8Rsj,4/28/2017,de,4lDiJcOJ2GLCK6p9q5BgfK
Normale Leute,Savas,75596,7goWEGd9EpIKR6nuE1BOgW,9/29/2017,de,5C5hEZzr3BmvYcIPfWMnnC
"Baby, It's Cold Outside",Barry Manilow,161905,2Uj2ZAglkVkCU0pcF7cwZ3,12/24/2017,de,3alW3LYQS8K29z8C8NSLIX
Kölsche Jung - Party Edit,Brings,43877,3DQ4U7YOBorXDyaGraMBE7,2/23/2017,de,5uRfU4LuGDkxzZ86uCXQY8
I'm in Love with the Coco,Hitimpulse,40532,7sU6BDmS1qwb78OpUMARPb,1/1/2017,de,2dMO34aTE4wTRQZkgDehMF
Menschen Leben Tanzen Welt,Jim Pandzko,53468,1A4y0eCgwxgII0iRCt6oEk,4/7/2017,de,6LLkR5gUCfKpHT1BTgGQ55
Louis Louis,Kay One,50223,5T8zcAE83vyffJ9JUzkZYx,9/11/2017,de,6VjbeCqoayiHYnefrisskv
Lost In You,Lena,56419,261JjqZxHunllvuzHlVzvS,4/14/2017,de,5slpk6nu2IwwKx0EHe3GcL
Feuerwerk,Wincent Weiss,48097,5toMpskhrnl8ByNg0zlB5F,1/13/2017,de,12xme1fwd3iGEW7rF9b6tp
Sex ohne Grund,Ali Bumaye,39730,7cufww06qM0dH2rpkch4fi,1/1/2017,de,6hMNiBKUQFKpnZ7GTvLVZf
Gehen wir rein,Bushido,52510,2PxZiMTSDHIuFLiuF14Qgf,4/7/2017,de,3c96G4d2lUOxhomM2mby5S
Ajajaj,Mert,68542,3NwZZSfJMceF6voaxIWEoV,6/16/2017,de,0wwDZj4zgZORjTGhTujAKx
Kalter Norden,Sa4,65767,3Wq2L0qdkvOdAtBPTpcdOk,11/10/2017,de,5qZLYtTL3ldN6Uw7OXHESR
Hawaii,Luciano,63689,3sr3vqiXLSDIMd2XUDsHoK,7/28/2017,de,3CJKkU0XuElRT1z8rEtIYg
1 Joint,Maxwell,60250,0N0eGcSmFD0C09G9zaTkF2,3/24/2017,de,0b62itBWBdLgiecXjXCqKC
Nie mehr Broke,Mortel,63780,6kJPUppONlxXdf86H85eKv,9/22/2017,de,15N4o2rfEABILEVPXZIlo1
Meine Pflicht,Savas,72844,6bi86Zwk21G2n3bn7we0s8,9/29/2017,de,5C5hEZzr3BmvYcIPfWMnnC
Armut treibt Jugendliche in die Popmusik,Trailerpark,67110,1XzpWwzJsKtpnubgOp2Pxk,10/20/2017,de,1eeWVOCazGzGQXOGhnDHTB
Alles geschmuggelt,Veysel,59436,3cVqzi5Ac8Y9qeYOpPqT35,11/3/2017,de,4VuARVJiWGsH2msKTdsKdQ
Patte fließt,Azet,39203,24QLjRdXiJdhuzzaXg9mqK,1/1/2017,de,39KEQQAG9JhIt71g9NEVhh
300 Grad,Capital Bra,46578,0mtvyPJfM3BNGInoOGZKPN,2/3/2017,de,4WZGDpNwrC0vNQyl9QzF7d
Olé Olé,Capital Bra,54322,7FpW9V6XATqH6z7jhqQjlp,8/11/2017,de,4WZGDpNwrC0vNQyl9QzF7d
baum,Cro,62915,7bTOo2cEsj7HqColBVPkm1,9/8/2017,de,3utZ2yeQk0Z3BCOBWP7Vlu
Die JBG3 Weihnachtsgeschichte,Kollegah,84276,7AhcUUsJyYpvHvfrRsiysS,12/22/2017,de,6gto7HVNhu4ARE3P3g8Y5Y
Is so,Nimo,67825,7tn10Jd89xlp0PrIwIkkZh,6/16/2017,de,3ZuBEj9ppJe8GSdKaMTfMN
Santa Claus Is Coming To Town,Rod Stewart,71854,3bexRhE1syNajyDcA7u4L3,12/3/2017,de,2y8Jo9CKhJvtfeKOsYzRdT
Hey Baby,Dimitri Vegas & Like Mike,38933,6yc377A8qxHIjPUcjGD4ET,1/1/2017,de,73jBynjsVtofjRpdpRAJGk
"Weihnachtsoratorium, BWV 248: Kantate Nr. 1: 1. Chorus: Jauchzet, frohlocket",Johann Sebastian Bach,158384,4XPuSGGbpmaeoim4Uy5pSY,12/24/2017,de,5aIqB5nVVvmFsvSdExz408
Magnum - Bonustrack,KC Rebell,67172,0owOFov4xvXoXQUDhq0YCL,6/16/2017,de,5p7mWeX4RlvqBCxylfiXdE
Alles noch beim Alten,Savas,71618,0PR4YJoca5hi2AqIVWRvvr,9/29/2017,de,5C5hEZzr3BmvYcIPfWMnnC
Skandale,Bonez MC,38777,369SOcTvxnm9DWYIzoNzal,1/1/2017,de,1aS5tqEs9ci5P9KD9tZWa6
Mainhattan City Gang,Capo,45368,5WNyFshX1L7f9PDvtBLl78,6/5/2017,de,5y9wg9qkGBl0n9v9RzaPKu
6LITA,KALIM,63245,4OcGetM9sJWVgjC0Vdk35e,9/22/2017,de,2NJWI8byqTSqDaJRnqJY2z
Auge des Tigers,Majoe,45590,1NEzXSTn4GqgCaHKWOAeyU,2/10/2017,de,1a71mkqZC54WhePSbnq7RK
Für immer und immer,Prinz Pi,61749,2mFBsP6v2rd2FMWYxPJ2Qc,7/28/2017,de,3OYM3jjPVR60kOqmamRRgk
La Familia,SpongeBOZZ,59041,5atzkSaRuwgXiPDRi9qyKz,6/9/2017,de,4lAjitjrUJgjJgEVj2CwFc
Hände weg (feat. Rico),Kontra K,59272,5ShUhlNH4o5FUFXTdM1ZFq,4/28/2017,de,4lDiJcOJ2GLCK6p9q5BgfK
Nachtaktiv,Kurdo,53984,5sXH5is49Lxo6zQCksCKfe,8/4/2017,de,1yIifIA91WgmfzBcjbQB8i
Ich will mehr (feat. Kollegah) - Bonustrack,Majoe,45163,6nQb88rB1jDfJVJtyMICR0,2/10/2017,de,1a71mkqZC54WhePSbnq7RK
Frosty The Snowman,The Beach Boys,157192,4tOFhZ7hRxAvnZYt0gUtol,12/24/2017,de,3oDbviiivRWhXwIE8hxkVV
Alles ist erleuchtet,Casper,50272,3vBTJYH7FtxvNzxXvVdfld,8/30/2017,de,6UDhlW8uEVBBrqHS3RrKuv
Rettung naht,Nimo,66566,3DtkCLCnmm8TvoqyzJc8Du,6/16/2017,de,3ZuBEj9ppJe8GSdKaMTfMN
Ich will dass du mich brauchst,RIN,67095,3Wi5z5ASy33TNpuO0WCcRA,9/1/2017,de,18ISxWwWjV6rPLoVCXf1dz
noch da,Cro,60991,78caEl4OqEJtKkuF1q164K,9/8/2017,de,3utZ2yeQk0Z3BCOBWP7Vlu
Stop the Cavalry,Jona Lewie,69925,095XSaT8I2uI6Uldj2QrSl,12/3/2017,de,3nohf4qILMr5aUSOsolwxB
In meiner Wolke,RAF Camora,52365,5X5yoMWOcb7H0QZQfVZWqT,7/14/2017,de,0Dvx6p8JDyzeOPGmaCIH1L
Thinking 'Bout You - DECCO Remix,Dua Lipa,42311,08XQqKCJS2ogjrvkOymRYq,1/6/2017,de,6M2wZ9GZgrQXHCFfjv46we
What Christmas Means To Me,Hanson,73467,4lsH9KsVtGMLt2r0mVrbhz,12/25/2017,de,0SdiiPkr02EUdekHZJkt58
All I Want for Christmas Is New Year's Day,Hurts,69752,7L673Cv2lzQJkG4eyqjG0Q,12/3/2017,de,3w4VAlllkAWI6m0AV0Gn6a
Zigarrendunst,Miami Yacine,49494,2WdASAQj1TyuYoprtWFyrv,10/16/2017,de,1XKjtpH5P81gpOXDB91IEB
Mistletoe and Wine,Cliff Richard,69407,3AgiRs3oxc2dFh0CPUHXJs,12/3/2017,de,2nvKpWcP8etYTq4JrRiUiy
