"","Artist_Genres","Region_Name","Weekends","Weekday"
"186","aussietronica","Belgium",0.294039130421809,0.705960869578191
"187","aussietronica","Bolivia",0.12465452618029,0.87534547381971
"188","aussietronica","Brazil",0.232929871977793,0.767070128022207
"189","aussietronica","Canada",0.281066548490745,0.718933451509254
"190","aussietronica","Chile",0.24184935780651,0.758150642193489
"191","aussietronica","Colombia",0.248758776819128,0.751241223180872
"192","aussietronica","Costa Rica",0.246906769805216,0.753093230194784
"193","aussietronica","Czech Republic",0.263050154240274,0.736949845759726
"194","aussietronica","Denmark",0.28285467157471,0.71714532842529
"195","aussietronica","Dominican Republic",0.260017401119315,0.739982598880685
"196","aussietronica","Germany",0.309369853690565,0.690630146309435
"197","aussietronica","Switzerland",0.278994544664553,0.721005455335447
"198","australian alternative pop","Denmark",1,0
"199","australian alternative rock","Australia",0.437840056212263,0.562159943787736
"200","australian country","Canada",0.485589560645888,0.514410439354112
"201","australian dance","Argentina",0.266375546625464,0.733624453374536
"202","australian dance","Australia",0.280687198349052,0.719312801650948
"203","australian dance","Austria",0.312945970576623,0.687054029423376
"204","australian dance","Belgium",0.330815481765719,0.669184518234281
"205","australian dance","Bolivia",0.188804061816699,0.811195938183301
"206","australian dance","Brazil",0.229758441639919,0.770241558360081
"207","australian dance","Canada",0.294947391323238,0.705052608676762
"208","australian dance","Chile",0.257186030554567,0.742813969445433
"209","australian dance","Colombia",0.259115484126664,0.740884515873336
"210","australian dance","Costa Rica",0.25670450496743,0.74329549503257
"211","australian dance","Czech Republic",0.285668057070186,0.714331942929814
"212","australian dance","Denmark",0.361795833170538,0.638204166829462
"213","australian dance","Dominican Republic",0.287809497600104,0.712190502399896
"214","australian dance","Germany",0.333101117588989,0.666898882411011
"215","australian dance","Switzerland",0.307673862179741,0.692326137820259
"216","australian electropop","Australia",0.213664688899893,0.786335311100107
"217","australian garage punk","Australia",0.22486163154457,0.77513836845543
"218","australian hip hop","Argentina",0,1
"219","australian hip hop","Australia",0.273129896714476,0.726870103285524
"220","australian hip hop","Brazil",0.294595556931394,0.705404443068606
"221","australian hip hop","Colombia",0,1
"222","australian indie","Australia",0.22320081544925,0.77679918455075
"223","australian indie","Germany",0,1
"224","australian indigenous","Australia",0.278056119873099,0.721943880126901
"225","australian pop","Argentina",0,1
"226","australian pop","Australia",0.27797009644766,0.72202990355234
"227","australian pop","Austria",0.369499103551719,0.630500896448281
"228","australian pop","Belgium",0.343660649642292,0.656339350357708
"229","australian pop","Canada",0.284432692304108,0.715567307695892
"230","australian pop","Chile",0,1
"231","australian pop","Colombia",0,1
"232","australian pop","Czech Republic",0.279288293692664,0.720711706307336
"233","australian pop","Denmark",0.279631059910725,0.720368940089275
"234","australian pop","Germany",0.424631801341667,0.575368198658333
"235","australian pop","Switzerland",0.340995084283992,0.659004915716008
"236","australian psych","Australia",0.40994326664676,0.59005673335324
"237","australian reggae fusion","Australia",0.279438935348089,0.720561064651911
"238","australian reggae fusion","Austria",1,0
"239","australian reggae fusion","Germany",1,0
"240","australian rock","Australia",0,1
"241","austrian hip hop","Austria",0.242628224221123,0.757371775778876
"242","austropop","Austria",0.29515961494746,0.70484038505254
"243","austropop","Germany",0.622627834250974,0.377372165749026
"244","austropop","Switzerland",1,0
"245","axe","Brazil",0.311409318769043,0.688590681230957
"246","azeri traditional","Belgium",1,0
"247","bachata","Argentina",0.284048673607798,0.715951326392202
"248","bachata","Bolivia",0.256758151345861,0.743241848654139
"249","bachata","Chile",0.273921848247773,0.726078151752227
"250","bachata","Colombia",0.293275332662066,0.706724667337934
"251","bachata","Costa Rica",0.292654537335141,0.707345462664859
"252","bachata","Dominican Republic",0.326409792277285,0.673590207722715
"253","bachata","Switzerland",0.384464529331514,0.615535470668486
"254","baile funk","Brazil",0.420913540662718,0.579086459337282
"255","baile pop","Argentina",0.298845173774126,0.701154826225874
"256","baile pop","Austria",0.063975604388695,0.936024395611305
"257","baile pop","Belgium",0.314563952410956,0.685436047589044
"258","baile pop","Bolivia",0.273095115794648,0.726904884205352
"259","baile pop","Brazil",0.304090227125857,0.695909772874143
"260","baile pop","Canada",0.203026820860126,0.796973179139874
"261","baile pop","Chile",0.283259415302955,0.716740584697045
"262","baile pop","Colombia",0.278757825832119,0.721242174167881
"263","baile pop","Costa Rica",0.282009597368354,0.717990402631646
"264","baile pop","Czech Republic",0.264338285007824,0.735661714992176
"265","baile pop","Germany",0.179686172571986,0.820313827428014
"266","baile pop","Switzerland",0.280450661327167,0.719549338672833
"267","balkan hip hop","Austria",0.294328525179246,0.705671474820754
"268","balkan hip hop","Germany",0.207375764638244,0.792624235361756
"269","balkan hip hop","Switzerland",0.0825363987665405,0.917463601233459
"270","ballroom","Austria",0.443106823266219,0.556893176733781
"271","ballroom","Belgium",0.514545741928507,0.485454258071493
"272","ballroom","Canada",0.40729972193992,0.59270027806008
"273","ballroom","Czech Republic",0.426193509250834,0.573806490749166
"274","ballroom","Denmark",0.396968225458247,0.603031774541753
"275","ballroom","Germany",0.917198001033948,0.082801998966052
"276","ballroom","Switzerland",1,0
"277","banda","Chile",0.316072890036993,0.683927109963007
"278","barnmusik","Denmark",1,0
"279","baroque","Austria",1,0
"280","baroque","Germany",1,0
"281","bass house","Colombia",0,1
"282","bass house","Czech Republic",0.333176691729323,0.666823308270677
"283","bass trap","Australia",0.250470233900087,0.749529766099913
"284","bass trap","Austria",0.2772931022428,0.7227068977572
"285","bass trap","Belgium",0.288352097945121,0.711647902054879
"286","bass trap","Canada",0.280715501117971,0.719284498882029
"287","bass trap","Czech Republic",0.274843152039379,0.725156847960621
"288","bass trap","Germany",0.326868985502145,0.673131014497855
"289","bass trap","Switzerland",0.242188209723059,0.757811790276941
"290","basshall","Belgium",0.327372786985782,0.672627213014218
"291","basshall","Czech Republic",0.37320415879017,0.62679584120983
"292","basshall","Denmark",0.245454241481927,0.754545758518073
"293","basshall","Germany",1,0
"294","basshall","Switzerland",0.485603194619588,0.514396805380412
"295","bc underground hip hop","Canada",0,1
"296","beach house","Austria",0.28691800439619,0.71308199560381
"297","beach house","Germany",0.462671384343211,0.537328615656789
"298","bebop","Belgium",1,0
"299","bebop","Canada",1,0
"300","belgian dance","Australia",0,1
"301","belgian dance","Austria",0.294565284566419,0.705434715433581
"302","belgian dance","Belgium",0.29440270299074,0.70559729700926
"303","belgian dance","Brazil",0,1
"304","belgian dance","Canada",0.26188963487135,0.73811036512865
"305","belgian dance","Czech Republic",0.256747545240607,0.743252454759393
"306","belgian dance","Denmark",0.254798145573311,0.745201854426689
"307","belgian dance","Germany",0.308219312120319,0.691780687879681
"308","belgian dance","Switzerland",0.276196060265435,0.723803939734565
"309","belgian hip hop","Belgium",0.278992229756322,0.721007770243678
"310","belgian hip hop","Switzerland",0.258028710583014,0.741971289416986
"311","belgian indie","Belgium",0,1
"312","belgian indie","Czech Republic",0,1
"313","belgian pop","Belgium",0.304704491227497,0.695295508772503
"314","belgian pop","Czech Republic",0,1
"315","belgian rock","Belgium",0.201838677456836,0.798161322543164
"316","big beat","Australia",1,0
"317","big room","Argentina",0.259344779838073,0.740655220161927
"318","big room","Australia",0.273807846807446,0.726192153192554
"319","big room","Austria",0.287510124034412,0.712489875965588
"320","big room","Belgium",0.294836796466049,0.705163203533951
"321","big room","Bolivia",0.226963850840583,0.773036149159417
"322","big room","Brazil",0.250550111288569,0.749449888711431
"323","big room","Canada",0.269334175375378,0.730665824624622
"324","big room","Chile",0.253356353101214,0.746643646898786
"325","big room","Colombia",0.260673500521569,0.739326499478431
"326","big room","Costa Rica",0.256314627529813,0.743685372470188
"327","big room","Czech Republic",0.264917267847778,0.735082732152222
"328","big room","Denmark",0.276905860075593,0.723094139924407
"329","big room","Dominican Republic",0.264191672935772,0.735808327064228
"330","big room","Germany",0.303233545061031,0.696766454938969
"331","big room","Switzerland",0.280995300939123,0.719004699060877
"332","blues","Austria",1,0
"333","blues","Germany",1,0
"334","blues-rock","Australia",0.467324428804365,0.532675571195635
"335","blues-rock","Austria",1,0
"336","blues-rock","Belgium",0.739994960505702,0.260005039494298
"337","blues-rock","Canada",0.381718293481701,0.618281706518299
"338","blues-rock","Chile",0,1
"339","blues-rock","Czech Republic",0.610012620950778,0.389987379049222
"340","blues-rock","Switzerland",0.781497056349874,0.218502943650126
"341","bmore","Australia",0.244744444471216,0.755255555528784
"342","bmore","Austria",0.302735113527918,0.697264886472082
"343","bmore","Belgium",0.214932833489535,0.785067166510465
"344","bmore","Canada",0.234867252289177,0.765132747710823
"345","bmore","Colombia",0,1
"346","bmore","Czech Republic",0.245882655687082,0.754117344312918
"347","bmore","Denmark",0,1
"348","bmore","Germany",0.279558327955833,0.720441672044167
"349","bmore","Switzerland",0.29400556184983,0.70599443815017
"350","bolero","Bolivia",0,1
"351","bolero","Chile",0.175749908650702,0.824250091349298
"352","bolero","Colombia",0,1
"353","bolero","Costa Rica",0.330306339444796,0.669693660555204
"354","boogaloo","Colombia",0.342965978911559,0.657034021088441
"355","boogaloo","Costa Rica",0,1
"356","bossa nova","Brazil",0.272180727369562,0.727819272630438
"357","bow pop","Austria",1,0
"358","bow pop","Belgium",1,0
"359","bow pop","Canada",0.405221960698451,0.594778039301549
"360","bow pop","Czech Republic",1,0
"361","bow pop","Switzerland",1,0
"362","boy band","Argentina",0.308943844975068,0.691056155024932
"363","boy band","Australia",0.283843217148512,0.716156782851488
"364","boy band","Austria",0.337414954619256,0.662585045380744
"365","boy band","Belgium",0.298264160495281,0.701735839504719
"366","boy band","Bolivia",0.28426033442796,0.71573966557204
"367","boy band","Brazil",0.257043704751308,0.742956295248692
"368","boy band","Canada",0.282688272129457,0.717311727870543
"369","boy band","Chile",0.291600560512521,0.708399439487479
"370","boy band","Colombia",0.29501857486271,0.70498142513729
"371","boy band","Costa Rica",0.297058422513586,0.702941577486414
"372","boy band","Czech Republic",0.268677331331913,0.731322668668087
"373","boy band","Denmark",0.301874949091984,0.698125050908016
"374","boy band","Dominican Republic",0.312909018027269,0.687090981972731
"375","boy band","Germany",0.384201715044654,0.615798284955346
"376","boy band","Switzerland",0.306062731670953,0.693937268329047
"377","brazilian electronica","Argentina",0.317616318006509,0.682383681993491
"378","brazilian electronica","Australia",0.266369691439042,0.733630308560958
"379","brazilian electronica","Austria",0.323023215946223,0.676976784053777
"380","brazilian electronica","Belgium",0.306331298835135,0.693668701164865
"381","brazilian electronica","Bolivia",0.24443414752543,0.75556585247457
"382","brazilian electronica","Brazil",0.301107742664644,0.698892257335357
"383","brazilian electronica","Canada",0.270237429863465,0.729762570136535
"384","brazilian electronica","Chile",0.312316711326809,0.687683288673191
"385","brazilian electronica","Colombia",0.269833208287644,0.730166791712356
"386","brazilian electronica","Costa Rica",0.252891363801114,0.747108636198886
"387","brazilian electronica","Czech Republic",0.287516154734719,0.712483845265281
"388","brazilian electronica","Denmark",0.289555375640297,0.710444624359703
"389","brazilian electronica","Dominican Republic",0.299611112144837,0.700388887855163
"390","brazilian electronica","Germany",0.327772301266535,0.672227698733466
"391","brazilian electronica","Switzerland",0.309324218889237,0.690675781110763
"392","brazilian hip hop","Brazil",0.257724357837909,0.742275642162091
"393","brazilian punk","Brazil",0.409530983837559,0.590469016162441
"394","brazilian reggae","Brazil",0.256799653625359,0.743200346374641
"395","brazilian rock","Brazil",0.216162810927762,0.783837189072238
"396","brega funk","Brazil",0.329583978974409,0.670416021025591
"397","brega funk","Dominican Republic",0.326254067116137,0.673745932883863
"398","brighton indie","Australia",0,1
"399","brighton indie","Belgium",0,1
"400","brighton indie","Czech Republic",0,1
"401","brill building pop","Australia",0.538916157467695,0.461083842532305
"402","brill building pop","Austria",0.412159806633044,0.587840193366956
"403","brill building pop","Canada",0,1
"404","brill building pop","Denmark",0.444942250151973,0.555057749848027
"405","brill building pop","Germany",1,0
"406","brill building pop","Switzerland",1,0
"407","british alternative rock","Australia",0.555055131209235,0.444944868790765
"408","british alternative rock","Austria",1,0
"409","british alternative rock","Czech Republic",0,1
"410","british alternative rock","Denmark",0.808893996227315,0.191106003772685
"411","british folk","Czech Republic",0,1
"412","british invasion","Australia",0,1
"413","british invasion","Austria",1,0
"414","british invasion","Belgium",0.613447020161648,0.386552979838352
"415","british invasion","Canada",0.413596561057157,0.586403438942844
"416","british invasion","Czech Republic",0.321973042424673,0.678026957575327
"417","british invasion","Denmark",1,0
"418","british invasion","Switzerland",1,0
"419","britpop","Argentina",0.0258141469184387,0.974185853081561
"420","britpop","Australia",0.313265941561705,0.686734058438295
"421","britpop","Austria",0.312064630714582,0.687935369285418
"422","britpop","Belgium",0.310128066154181,0.689871933845819
"423","britpop","Bolivia",0,1
"424","britpop","Brazil",0.151228920885372,0.848771079114628
"425","britpop","Canada",0.168736625866644,0.831263374133356
"426","britpop","Chile",0.087310069780059,0.912689930219941
"427","britpop","Colombia",0.0677193913658882,0.932280608634112
"428","britpop","Costa Rica",0.040156494357327,0.959843505642673
"429","britpop","Czech Republic",0.194662800444012,0.805337199555988
"430","britpop","Germany",0.410704159467234,0.589295840532766
"431","britpop","Switzerland",0.31047161701745,0.68952838298255
"432","broadway","Australia",0.384131073158206,0.615868926841794
"433","broadway","Austria",0.375077881619938,0.624922118380062
"434","broadway","Belgium",0.661948299067155,0.338051700932844
"435","broadway","Canada",0.38196303985797,0.61803696014203
"436","broadway","Colombia",0,1
"437","broadway","Costa Rica",0,1
"438","broadway","Czech Republic",0.254724700931302,0.745275299068698
"439","broadway","Denmark",0,1
"440","broadway","Germany",0.454797245684705,0.545202754315295
"441","broadway","Switzerland",0.545313219714417,0.454686780285583
"442","brooklyn indie","Australia",0.270069477770577,0.729930522229423
"443","brooklyn indie","Austria",0,1
"444","brooklyn indie","Belgium",0.304293038677514,0.695706961322486
"445","brooklyn indie","Canada",0.327172331837646,0.672827668162354
"446","brooklyn indie","Czech Republic",0.272942328085488,0.727057671914512
"447","brooklyn indie","Switzerland",0.283062559998828,0.716937440001173
"448","brostep","Argentina",0.16298529648668,0.83701470351332
"449","brostep","Australia",0.275647654161419,0.724352345838581
"450","brostep","Austria",0.276244030412687,0.723755969587313
"451","brostep","Belgium",0.292143138840322,0.707856861159678
"452","brostep","Bolivia",0.21271213044522,0.78728786955478
"453","brostep","Brazil",0.261140455072559,0.738859544927441
"454","brostep","Canada",0.272152910467754,0.727847089532246
"455","brostep","Chile",0.210760398419619,0.789239601580381
"456","brostep","Colombia",0.2422467824506,0.7577532175494
"457","brostep","Costa Rica",0.259943038847655,0.740056961152345
"458","brostep","Czech Republic",0.260986326056193,0.739013673943807
"459","brostep","Denmark",0.265168484540352,0.734831515459649
"460","brostep","Dominican Republic",0.274241880684576,0.725758119315424
"461","brostep","Germany",0.291341652735702,0.708658347264298
"462","brostep","Switzerland",0.273275571156311,0.726724428843689
"463","bubble trance","Belgium",0.295291982781302,0.704708017218698
"464","bubblegum dance","Denmark",0.519680214497554,0.480319785502446
"465","bubblegum dance","Germany",1,0
"466","bulgarian hip hop","Australia",0.275478585761281,0.724521414238719
"467","bulgarian hip hop","Austria",0.252108360488303,0.747891639511697
"468","bulgarian hip hop","Belgium",0.289425706472197,0.710574293527803
"469","bulgarian hip hop","Bolivia",0,1
"470","bulgarian hip hop","Brazil",0.285494046637047,0.714505953362953
"471","bulgarian hip hop","Canada",0.271729273518693,0.728270726481307
"472","bulgarian hip hop","Chile",0,1
"473","bulgarian hip hop","Colombia",0.396454136840353,0.603545863159647
"474","bulgarian hip hop","Costa Rica",0.525349827621172,0.474650172378828
"475","bulgarian hip hop","Czech Republic",0.354268153881175,0.645731846118825
"476","bulgarian hip hop","Denmark",0.471033890600535,0.528966109399465
"477","bulgarian hip hop","Dominican Republic",0.413554633471646,0.586445366528354
"478","bulgarian hip hop","Germany",0.255584411124175,0.744415588875825
"479","bulgarian hip hop","Switzerland",0.266584391629178,0.733415608370822
"480","cali rap","Canada",0.253114502451022,0.746885497548978
"481","canadian contemporary r&b","Argentina",0.279820998037162,0.720179001962838
"482","canadian contemporary r&b","Australia",0.286067961810141,0.713932038189859
"483","canadian contemporary r&b","Austria",0.283837467335182,0.716162532664818
"484","canadian contemporary r&b","Belgium",0.299411477016035,0.700588522983965
"485","canadian contemporary r&b","Bolivia",0.234776193738616,0.765223806261384
"486","canadian contemporary r&b","Brazil",0.254727951985726,0.745272048014274
"487","canadian contemporary r&b","Canada",0.274412177316907,0.725587822683093
"488","canadian contemporary r&b","Chile",0.265596845080667,0.734403154919333
"489","canadian contemporary r&b","Colombia",0.267995999928507,0.732004000071493
"490","canadian contemporary r&b","Costa Rica",0.261139284206519,0.738860715793481
"491","canadian contemporary r&b","Czech Republic",0.270251187546749,0.729748812453251
"492","canadian contemporary r&b","Denmark",0.26741315740269,0.732586842597311
"493","canadian contemporary r&b","Dominican Republic",0.280264754404096,0.719735245595904
"494","canadian contemporary r&b","Germany",0.298703229645913,0.701296770354087
"495","canadian contemporary r&b","Switzerland",0.279006757842695,0.720993242157305
"496","canadian country","Canada",0,1
"497","canadian electropop","Canada",0.255622402058799,0.744377597941201
"498","canadian electropop","Czech Republic",0,1
"499","canadian folk","Austria",0.356608178161612,0.643391821838388
"500","canadian folk","Belgium",0.434079151151679,0.565920848848321
"501","canadian folk","Canada",0.0987730976976071,0.901226902302393
"502","canadian folk","Czech Republic",0.138001967623647,0.861998032376353
"503","canadian folk","Germany",0.598865521898514,0.401134478101486
"504","canadian folk","Switzerland",0.430236931177134,0.569763068822866
"505","canadian hip hop","Argentina",0.238604469267847,0.761395530732153
"506","canadian hip hop","Australia",0.275566572864383,0.724433427135617
